Date,PM2.5,PM10,Ozone,SO2,NO2,Station,Source_File,Year,Month,Day,DayOfWeek
2024-01-01,62.57,128.77,35.72,0.98,26.37,Bandra Kurla Complex,BKC 24-26,2024,1,1,Monday
2024-01-02,75.46,106.93,24.85,1.15,18.78,Bandra Kurla Complex,BKC 24-26,2024,1,2,Tuesday
2024-01-03,61.45,106.22,29.49,1.84,33.91,Bandra Kurla Complex,BKC 24-26,2024,1,3,Wednesday
2024-01-04,44.12,110.5,53.18,0.94,20.06,Bandra Kurla Complex,BKC 24-26,2024,1,4,Thursday
2024-01-05,85.6,133.02,29.12,1.04,34.3,Bandra Kurla Complex,BKC 24-26,2024,1,5,Friday
2024-01-06,73.04,133.22,21.77,1.79,41.48,Bandra Kurla Complex,BKC 24-26,2024,1,6,Saturday
2024-01-07,51.77,91.26,16.13,1.44,38.55,Bandra Kurla Complex,BKC 24-26,2024,1,7,Sunday
2024-01-08,37.57,82.49,33.72,2.45,27.63,Bandra Kurla Complex,BKC 24-26,2024,1,8,Monday
2024-01-09,37.35,70.44,36.0,1.53,28.1,Bandra Kurla Complex,BKC 24-26,2024,1,9,Tuesday
2024-01-10,26.68,164.08,17.86,3.06,34.8,Bandra Kurla Complex,BKC 24-26,2024,1,10,Wednesday
2024-01-11,71.95,130.63,21.8,2.06,29.82,Bandra Kurla Complex,BKC 24-26,2024,1,11,Thursday
2024-01-12,55.64,101.71,18.77,2.2,38.42,Bandra Kurla Complex,BKC 24-26,2024,1,12,Friday
2024-01-13,54.14,103.67,7.24,2.63,43.05,Bandra Kurla Complex,BKC 24-26,2024,1,13,Saturday
2024-01-14,36.17,93.15,12.87,3.72,26.4,Bandra Kurla Complex,BKC 24-26,2024,1,14,Sunday
2024-01-15,19.5,70.95,34.23,2.04,15.57,Bandra Kurla Complex,BKC 24-26,2024,1,15,Monday
2024-01-16,54.13,97.8,30.27,3.85,29.57,Bandra Kurla Complex,BKC 24-26,2024,1,16,Tuesday
2024-01-17,46.7,89.06,27.35,2.04,19.21,Bandra Kurla Complex,BKC 24-26,2024,1,17,Wednesday
2024-01-18,41.22,80.09,21.32,4.27,19.04,Bandra Kurla Complex,BKC 24-26,2024,1,18,Thursday
2024-01-19,66.54,141.12,19.63,4.44,29.08,Bandra Kurla Complex,BKC 24-26,2024,1,19,Friday
2024-01-20,50.41,89.53,15.65,1.91,35.75,Bandra Kurla Complex,BKC 24-26,2024,1,20,Saturday
2024-01-21,52.75,108.22,2.9,1.43,41.24,Bandra Kurla Complex,BKC 24-26,2024,1,21,Sunday
2024-01-22,47.86,90.1,20.86,2.54,24.32,Bandra Kurla Complex,BKC 24-26,2024,1,22,Monday
2024-01-23,33.54,76.62,25.34,6.36,20.38,Bandra Kurla Complex,BKC 24-26,2024,1,23,Tuesday
2024-01-24,29.2,85.95,24.05,3.21,23.58,Bandra Kurla Complex,BKC 24-26,2024,1,24,Wednesday
2024-01-25,46.26,121.89,2.1,3.63,51.89,Bandra Kurla Complex,BKC 24-26,2024,1,25,Thursday
2024-01-26,35.92,78.14,17.83,2.34,35.08,Bandra Kurla Complex,BKC 24-26,2024,1,26,Friday
2024-01-27,40.62,91.53,13.64,3.85,39.2,Bandra Kurla Complex,BKC 24-26,2024,1,27,Saturday
2024-01-28,29.32,65.12,27.23,5.72,24.06,Bandra Kurla Complex,BKC 24-26,2024,1,28,Sunday
2024-01-29,41.73,71.98,22.05,7.48,25.74,Bandra Kurla Complex,BKC 24-26,2024,1,29,Monday
2024-01-30,56.3,126.07,35.71,3.73,36.19,Bandra Kurla Complex,BKC 24-26,2024,1,30,Tuesday
2024-01-31,41.06,85.83,25.27,3.35,23.48,Bandra Kurla Complex,BKC 24-26,2024,1,31,Wednesday
2024-02-01,18.08,79.06,2.72,1.49,17.05,Bandra Kurla Complex,BKC 24-26,2024,2,1,Thursday
2024-02-02,42.19,108.46,23.78,2.41,20.86,Bandra Kurla Complex,BKC 24-26,2024,2,2,Friday
2024-02-03,70.6,149.75,20.25,3.49,31.15,Bandra Kurla Complex,BKC 24-26,2024,2,3,Saturday
2024-02-04,81.46,185.88,9.23,2.69,48.1,Bandra Kurla Complex,BKC 24-26,2024,2,4,Sunday
2024-02-05,37.58,98.61,4.61,3.04,36.19,Bandra Kurla Complex,BKC 24-26,2024,2,5,Monday
2024-02-06,65.76,147.91,27.22,2.7,19.5,Bandra Kurla Complex,BKC 24-26,2024,2,6,Tuesday
2024-02-07,55.88,165.37,29.49,5.1,23.02,Bandra Kurla Complex,BKC 24-26,2024,2,7,Wednesday
2024-02-08,40.2,119.1,21.19,1.58,28.92,Bandra Kurla Complex,BKC 24-26,2024,2,8,Thursday
2024-02-09,34.56,77.76,33.53,2.49,21.35,Bandra Kurla Complex,BKC 24-26,2024,2,9,Friday
2024-02-10,31.48,80.88,24.01,2.72,21.91,Bandra Kurla Complex,BKC 24-26,2024,2,10,Saturday
2024-02-11,35.8,81.28,27.63,2.54,20.53,Bandra Kurla Complex,BKC 24-26,2024,2,11,Sunday
2024-02-12,55.12,114.51,38.89,2.93,25.0,Bandra Kurla Complex,BKC 24-26,2024,2,12,Monday
2024-02-13,46.62,110.78,32.16,2.97,27.77,Bandra Kurla Complex,BKC 24-26,2024,2,13,Tuesday
2024-02-14,51.46,121.75,33.48,3.06,21.88,Bandra Kurla Complex,BKC 24-26,2024,2,14,Wednesday
2024-02-15,,,,,,Bandra Kurla Complex,BKC 24-26,2024,2,15,Thursday
2024-02-16,69.24,139.28,25.74,12.58,47.38,Bandra Kurla Complex,BKC 24-26,2024,2,16,Friday
2024-02-17,57.9,141.48,16.86,2.91,41.81,Bandra Kurla Complex,BKC 24-26,2024,2,17,Saturday
2024-02-18,44.5,116.49,18.59,1.28,24.73,Bandra Kurla Complex,BKC 24-26,2024,2,18,Sunday
2024-02-19,31.86,100.61,0.77,1.38,26.37,Bandra Kurla Complex,BKC 24-26,2024,2,19,Monday
2024-02-20,11.85,52.53,23.15,0.23,17.49,Bandra Kurla Complex,BKC 24-26,2024,2,20,Tuesday
2024-02-21,17.87,71.72,26.15,1.09,7.8,Bandra Kurla Complex,BKC 24-26,2024,2,21,Wednesday
2024-02-22,20.18,110.72,35.91,0.28,11.63,Bandra Kurla Complex,BKC 24-26,2024,2,22,Thursday
2024-02-23,29.31,122.66,54.51,2.41,18.46,Bandra Kurla Complex,BKC 24-26,2024,2,23,Friday
2024-02-24,60.92,192.74,50.06,5.21,21.14,Bandra Kurla Complex,BKC 24-26,2024,2,24,Saturday
2024-02-25,47.99,179.54,62.09,1.49,26.6,Bandra Kurla Complex,BKC 24-26,2024,2,25,Sunday
2024-02-26,48.35,106.46,60.64,1.37,31.02,Bandra Kurla Complex,BKC 24-26,2024,2,26,Monday
2024-02-27,35.37,81.84,44.67,2.64,15.46,Bandra Kurla Complex,BKC 24-26,2024,2,27,Tuesday
2024-02-28,57.77,126.18,73.75,3.01,15.84,Bandra Kurla Complex,BKC 24-26,2024,2,28,Wednesday
2024-02-29,46.03,106.35,37.06,2.56,21.08,Bandra Kurla Complex,BKC 24-26,2024,2,29,Thursday
2024-03-01,33.68,114.14,29.53,1.27,8.26,Bandra Kurla Complex,BKC 24-26,2024,3,1,Friday
2024-03-02,14.99,51.46,14.75,0.73,7.54,Bandra Kurla Complex,BKC 24-26,2024,3,2,Saturday
2024-03-03,10.88,49.58,44.42,0.59,5.23,Bandra Kurla Complex,BKC 24-26,2024,3,3,Sunday
2024-03-04,17.72,56.13,52.68,0.75,10.47,Bandra Kurla Complex,BKC 24-26,2024,3,4,Monday
2024-03-05,22.2,87.1,17.15,3.07,22.67,Bandra Kurla Complex,BKC 24-26,2024,3,5,Tuesday
2024-03-06,30.57,89.25,32.75,3.47,19.19,Bandra Kurla Complex,BKC 24-26,2024,3,6,Wednesday
2024-03-07,37.93,103.85,61.77,4.69,15.77,Bandra Kurla Complex,BKC 24-26,2024,3,7,Thursday
2024-03-08,30.14,89.84,25.4,5.99,17.41,Bandra Kurla Complex,BKC 24-26,2024,3,8,Friday
2024-03-09,24.33,86.42,15.44,2.84,22.18,Bandra Kurla Complex,BKC 24-26,2024,3,9,Saturday
2024-03-10,25.68,75.8,31.57,2.73,9.57,Bandra Kurla Complex,BKC 24-26,2024,3,10,Sunday
2024-03-11,39.08,115.76,37.79,5.84,13.5,Bandra Kurla Complex,BKC 24-26,2024,3,11,Monday
2024-03-12,41.48,107.82,28.35,4.09,17.18,Bandra Kurla Complex,BKC 24-26,2024,3,12,Tuesday
2024-03-13,22.33,70.74,16.93,,12.72,Bandra Kurla Complex,BKC 24-26,2024,3,13,Wednesday
2024-03-14,31.36,131.37,19.12,0.29,13.18,Bandra Kurla Complex,BKC 24-26,2024,3,14,Thursday
2024-03-15,36.86,180.1,50.99,1.46,9.51,Bandra Kurla Complex,BKC 24-26,2024,3,15,Friday
2024-03-16,45.62,159.28,69.62,1.27,8.61,Bandra Kurla Complex,BKC 24-26,2024,3,16,Saturday
2024-03-17,42.67,135.22,74.19,1.09,6.05,Bandra Kurla Complex,BKC 24-26,2024,3,17,Sunday
2024-03-18,44.7,147.21,66.88,0.55,7.78,Bandra Kurla Complex,BKC 24-26,2024,3,18,Monday
2024-03-19,43.72,123.63,58.08,0.91,10.8,Bandra Kurla Complex,BKC 24-26,2024,3,19,Tuesday
2024-03-20,59.96,199.87,23.95,4.2,21.25,Bandra Kurla Complex,BKC 24-26,2024,3,20,Wednesday
2024-03-21,56.78,151.51,11.68,7.04,39.13,Bandra Kurla Complex,BKC 24-26,2024,3,21,Thursday
2024-03-22,46.85,113.62,79.37,0.43,4.74,Bandra Kurla Complex,BKC 24-26,2024,3,22,Friday
2024-03-23,43.59,88.25,51.78,0.4,7.05,Bandra Kurla Complex,BKC 24-26,2024,3,23,Saturday
2024-03-24,34.19,92.03,34.57,0.35,5.13,Bandra Kurla Complex,BKC 24-26,2024,3,24,Sunday
2024-03-25,22.46,81.1,52.04,0.46,3.89,Bandra Kurla Complex,BKC 24-26,2024,3,25,Monday
2024-03-26,32.88,81.68,42.54,0.57,5.5,Bandra Kurla Complex,BKC 24-26,2024,3,26,Tuesday
2024-03-27,23.09,65.02,32.72,0.29,5.22,Bandra Kurla Complex,BKC 24-26,2024,3,27,Wednesday
2024-03-28,31.7,85.14,39.07,0.15,4.28,Bandra Kurla Complex,BKC 24-26,2024,3,28,Thursday
2024-03-29,34.02,87.35,45.12,0.84,5.26,Bandra Kurla Complex,BKC 24-26,2024,3,29,Friday
2024-03-30,41.32,128.12,55.65,1.2,5.93,Bandra Kurla Complex,BKC 24-26,2024,3,30,Saturday
2024-03-31,26.41,113.5,52.88,1.43,9.29,Bandra Kurla Complex,BKC 24-26,2024,3,31,Sunday
2024-04-01,55.45,212.82,87.79,1.36,7.43,Bandra Kurla Complex,BKC 24-26,2024,4,1,Monday
2024-04-02,42.29,173.95,90.72,0.91,5.74,Bandra Kurla Complex,BKC 24-26,2024,4,2,Tuesday
2024-04-03,39.41,91.81,55.65,1.51,6.85,Bandra Kurla Complex,BKC 24-26,2024,4,3,Wednesday
2024-04-04,23.92,88.88,51.87,0.79,8.73,Bandra Kurla Complex,BKC 24-26,2024,4,4,Thursday
2024-04-05,31.14,110.98,40.33,2.64,13.67,Bandra Kurla Complex,BKC 24-26,2024,4,5,Friday
2024-04-06,32.03,130.24,19.18,1.65,11.43,Bandra Kurla Complex,BKC 24-26,2024,4,6,Saturday
2024-04-07,30.17,67.21,60.45,1.15,3.8,Bandra Kurla Complex,BKC 24-26,2024,4,7,Sunday
2024-04-08,29.68,105.79,49.95,0.74,5.11,Bandra Kurla Complex,BKC 24-26,2024,4,8,Monday
2024-04-09,36.77,90.15,34.09,0.68,4.47,Bandra Kurla Complex,BKC 24-26,2024,4,9,Tuesday
2024-04-10,20.95,80.38,48.34,0.48,4.57,Bandra Kurla Complex,BKC 24-26,2024,4,10,Wednesday
2024-04-11,27.54,73.27,57.96,0.17,4.85,Bandra Kurla Complex,BKC 24-26,2024,4,11,Thursday
2024-04-12,26.48,76.43,29.01,0.74,5.7,Bandra Kurla Complex,BKC 24-26,2024,4,12,Friday
2024-04-13,26.79,87.47,37.22,0.35,4.69,Bandra Kurla Complex,BKC 24-26,2024,4,13,Saturday
2024-04-14,25.46,67.34,17.04,0.45,4.44,Bandra Kurla Complex,BKC 24-26,2024,4,14,Sunday
2024-04-15,60.55,164.67,47.35,1.52,22.38,Bandra Kurla Complex,BKC 24-26,2024,4,15,Monday
2024-04-16,44.58,185.86,20.59,2.12,30.88,Bandra Kurla Complex,BKC 24-26,2024,4,16,Tuesday
2024-04-17,47.24,99.54,20.9,1.1,9.28,Bandra Kurla Complex,BKC 24-26,2024,4,17,Wednesday
2024-04-18,41.97,115.5,9.8,1.48,10.05,Bandra Kurla Complex,BKC 24-26,2024,4,18,Thursday
2024-04-19,28.06,93.16,44.07,1.02,4.8,Bandra Kurla Complex,BKC 24-26,2024,4,19,Friday
2024-04-20,31.78,110.38,70.94,0.5,7.8,Bandra Kurla Complex,BKC 24-26,2024,4,20,Saturday
2024-04-21,16.86,67.55,51.1,0.99,6.06,Bandra Kurla Complex,BKC 24-26,2024,4,21,Sunday
2024-04-22,24.33,89.83,67.91,0.98,6.63,Bandra Kurla Complex,BKC 24-26,2024,4,22,Monday
2024-04-23,35.12,111.18,47.81,0.51,4.4,Bandra Kurla Complex,BKC 24-26,2024,4,23,Tuesday
2024-04-24,28.07,109.81,62.88,0.43,5.8,Bandra Kurla Complex,BKC 24-26,2024,4,24,Wednesday
2024-04-25,20.16,68.96,53.16,2.99,4.97,Bandra Kurla Complex,BKC 24-26,2024,4,25,Thursday
2024-04-26,34.4,79.91,47.46,3.51,13.62,Bandra Kurla Complex,BKC 24-26,2024,4,26,Friday
2024-04-27,47.58,98.91,120.49,4.04,8.27,Bandra Kurla Complex,BKC 24-26,2024,4,27,Saturday
2024-04-28,55.84,112.53,56.37,6.05,11.94,Bandra Kurla Complex,BKC 24-26,2024,4,28,Sunday
2024-04-29,38.63,116.01,27.77,0.41,12.34,Bandra Kurla Complex,BKC 24-26,2024,4,29,Monday
2024-04-30,46.98,146.59,70.32,3.71,10.4,Bandra Kurla Complex,BKC 24-26,2024,4,30,Tuesday
2024-05-01,30.01,97.28,86.76,2.89,3.31,Bandra Kurla Complex,BKC 24-26,2024,5,1,Wednesday
2024-05-02,44.89,165.05,78.03,3.66,4.58,Bandra Kurla Complex,BKC 24-26,2024,5,2,Thursday
2024-05-03,24.9,94.01,62.87,2.89,4.27,Bandra Kurla Complex,BKC 24-26,2024,5,3,Friday
2024-05-04,27.58,81.21,52.04,3.69,2.67,Bandra Kurla Complex,BKC 24-26,2024,5,4,Saturday
2024-05-05,28.14,77.41,68.51,3.09,2.58,Bandra Kurla Complex,BKC 24-26,2024,5,5,Sunday
2024-05-06,9.68,54.96,22.3,0.65,8.99,Bandra Kurla Complex,BKC 24-26,2024,5,6,Monday
2024-05-07,10.81,83.77,31.09,3.16,7.19,Bandra Kurla Complex,BKC 24-26,2024,5,7,Tuesday
2024-05-08,19.79,67.78,37.08,0.18,10.44,Bandra Kurla Complex,BKC 24-26,2024,5,8,Wednesday
2024-05-09,19.93,59.53,38.25,0.5,10.22,Bandra Kurla Complex,BKC 24-26,2024,5,9,Thursday
2024-05-10,11.97,83.14,24.36,0.06,12.37,Bandra Kurla Complex,BKC 24-26,2024,5,10,Friday
2024-05-11,16.49,67.62,17.55,0.73,7.95,Bandra Kurla Complex,BKC 24-26,2024,5,11,Saturday
2024-05-12,18.64,81.74,20.04,2.9,10.11,Bandra Kurla Complex,BKC 24-26,2024,5,12,Sunday
2024-05-13,52.8,86.7,3.12,3.59,53.39,Bandra Kurla Complex,BKC 24-26,2024,5,13,Monday
2024-05-14,37.52,98.91,33.41,1.02,50.4,Bandra Kurla Complex,BKC 24-26,2024,5,14,Tuesday
2024-05-15,42.37,91.41,57.08,1.03,18.05,Bandra Kurla Complex,BKC 24-26,2024,5,15,Wednesday
2024-05-16,33.85,139.23,57.72,5.04,39.65,Bandra Kurla Complex,BKC 24-26,2024,5,16,Thursday
2024-05-17,32.4,102.35,47.17,2.76,6.9,Bandra Kurla Complex,BKC 24-26,2024,5,17,Friday
2024-05-18,5.88,86.52,53.09,0.8,5.92,Bandra Kurla Complex,BKC 24-26,2024,5,18,Saturday
2024-05-19,16.13,86.23,46.94,0.32,10.49,Bandra Kurla Complex,BKC 24-26,2024,5,19,Sunday
2024-05-20,18.41,67.59,31.75,0.03,8.26,Bandra Kurla Complex,BKC 24-26,2024,5,20,Monday
2024-05-21,16.19,82.55,43.49,2.13,9.17,Bandra Kurla Complex,BKC 24-26,2024,5,21,Tuesday
2024-05-22,13.54,97.86,35.12,1.58,11.05,Bandra Kurla Complex,BKC 24-26,2024,5,22,Wednesday
2024-05-23,43.69,82.28,31.89,1.5,5.35,Bandra Kurla Complex,BKC 24-26,2024,5,23,Thursday
2024-05-24,40.86,82.55,23.23,1.54,7.62,Bandra Kurla Complex,BKC 24-26,2024,5,24,Friday
2024-05-25,35.84,81.55,27.71,1.64,6.38,Bandra Kurla Complex,BKC 24-26,2024,5,25,Saturday
2024-05-26,31.46,72.92,28.53,1.52,5.6,Bandra Kurla Complex,BKC 24-26,2024,5,26,Sunday
2024-05-27,36.51,85.67,15.29,1.64,9.24,Bandra Kurla Complex,BKC 24-26,2024,5,27,Monday
2024-05-28,35.0,120.82,12.95,2.77,10.57,Bandra Kurla Complex,BKC 24-26,2024,5,28,Tuesday
2024-05-29,40.86,135.99,11.69,3.21,12.79,Bandra Kurla Complex,BKC 24-26,2024,5,29,Wednesday
2024-05-30,34.29,97.08,10.59,2.78,11.78,Bandra Kurla Complex,BKC 24-26,2024,5,30,Thursday
2024-05-31,30.38,85.75,56.31,2.55,6.01,Bandra Kurla Complex,BKC 24-26,2024,5,31,Friday
2024-06-01,34.27,94.43,15.89,2.27,11.32,Bandra Kurla Complex,BKC 24-26,2024,6,1,Saturday
2024-06-02,30.62,74.88,31.84,2.82,7.19,Bandra Kurla Complex,BKC 24-26,2024,6,2,Sunday
2024-06-03,35.24,107.21,35.7,2.77,6.12,Bandra Kurla Complex,BKC 24-26,2024,6,3,Monday
2024-06-04,20.63,105.87,21.18,3.23,7.28,Bandra Kurla Complex,BKC 24-26,2024,6,4,Tuesday
2024-06-05,27.43,65.65,20.22,2.69,8.61,Bandra Kurla Complex,BKC 24-26,2024,6,5,Wednesday
2024-06-06,28.35,77.99,18.66,2.27,5.58,Bandra Kurla Complex,BKC 24-26,2024,6,6,Thursday
2024-06-07,38.24,99.44,29.96,2.75,7.1,Bandra Kurla Complex,BKC 24-26,2024,6,7,Friday
2024-06-08,32.24,79.45,33.12,3.13,8.35,Bandra Kurla Complex,BKC 24-26,2024,6,8,Saturday
2024-06-09,36.53,69.69,18.83,2.88,9.28,Bandra Kurla Complex,BKC 24-26,2024,6,9,Sunday
2024-06-10,8.7,80.76,18.03,2.84,17.78,Bandra Kurla Complex,BKC 24-26,2024,6,10,Monday
2024-06-11,11.45,55.84,14.32,2.82,13.83,Bandra Kurla Complex,BKC 24-26,2024,6,11,Tuesday
2024-06-12,36.45,83.01,8.9,2.4,13.63,Bandra Kurla Complex,BKC 24-26,2024,6,12,Wednesday
2024-06-13,19.09,73.81,2.38,3.67,19.17,Bandra Kurla Complex,BKC 24-26,2024,6,13,Thursday
2024-06-14,18.75,80.27,6.11,2.8,20.28,Bandra Kurla Complex,BKC 24-26,2024,6,14,Friday
2024-06-15,20.95,73.79,15.64,2.2,15.88,Bandra Kurla Complex,BKC 24-26,2024,6,15,Saturday
2024-06-16,22.73,69.24,12.85,3.34,12.28,Bandra Kurla Complex,BKC 24-26,2024,6,16,Sunday
2024-06-17,32.08,89.02,9.77,2.51,15.24,Bandra Kurla Complex,BKC 24-26,2024,6,17,Monday
2024-06-18,19.69,48.48,5.61,3.27,19.65,Bandra Kurla Complex,BKC 24-26,2024,6,18,Tuesday
2024-06-19,30.37,56.56,7.47,2.34,18.01,Bandra Kurla Complex,BKC 24-26,2024,6,19,Wednesday
2024-06-20,38.8,77.19,4.02,1.27,11.74,Bandra Kurla Complex,BKC 24-26,2024,6,20,Thursday
2024-06-21,35.45,79.81,3.18,2.83,12.04,Bandra Kurla Complex,BKC 24-26,2024,6,21,Friday
2024-06-22,61.08,109.41,2.65,2.31,74.6,Bandra Kurla Complex,BKC 24-26,2024,6,22,Saturday
2024-06-23,43.89,60.22,12.3,1.83,16.84,Bandra Kurla Complex,BKC 24-26,2024,6,23,Sunday
2024-06-24,33.72,81.6,13.32,1.7,20.38,Bandra Kurla Complex,BKC 24-26,2024,6,24,Monday
2024-06-25,45.6,79.77,21.38,0.98,13.37,Bandra Kurla Complex,BKC 24-26,2024,6,25,Tuesday
2024-06-26,10.17,42.98,7.79,1.79,14.08,Bandra Kurla Complex,BKC 24-26,2024,6,26,Wednesday
2024-06-27,6.33,27.76,11.61,,14.2,Bandra Kurla Complex,BKC 24-26,2024,6,27,Thursday
2024-06-28,18.68,59.32,2.73,1.21,11.42,Bandra Kurla Complex,BKC 24-26,2024,6,28,Friday
2024-06-29,17.89,65.75,5.46,1.1,9.87,Bandra Kurla Complex,BKC 24-26,2024,6,29,Saturday
2024-06-30,15.11,68.07,9.03,0.9,7.91,Bandra Kurla Complex,BKC 24-26,2024,6,30,Sunday
2024-07-01,17.46,70.87,13.63,0.89,9.69,Bandra Kurla Complex,BKC 24-26,2024,7,1,Monday
2024-07-02,13.15,99.62,4.58,1.04,11.84,Bandra Kurla Complex,BKC 24-26,2024,7,2,Tuesday
2024-07-03,30.42,84.88,12.26,2.1,6.5,Bandra Kurla Complex,BKC 24-26,2024,7,3,Wednesday
2024-07-04,39.0,86.27,4.19,1.9,5.34,Bandra Kurla Complex,BKC 24-26,2024,7,4,Thursday
2024-07-05,26.73,63.56,5.74,1.48,11.7,Bandra Kurla Complex,BKC 24-26,2024,7,5,Friday
2024-07-06,32.9,74.97,9.14,2.1,10.43,Bandra Kurla Complex,BKC 24-26,2024,7,6,Saturday
2024-07-07,,,,,,Bandra Kurla Complex,BKC 24-26,2024,7,7,Sunday
2024-07-08,22.21,39.83,3.17,1.42,24.51,Bandra Kurla Complex,BKC 24-26,2024,7,8,Monday
2024-07-09,14.29,31.25,6.89,1.84,22.3,Bandra Kurla Complex,BKC 24-26,2024,7,9,Tuesday
2024-07-10,17.36,41.53,14.62,2.25,11.15,Bandra Kurla Complex,BKC 24-26,2024,7,10,Wednesday
2024-07-11,19.8,29.64,2.33,3.08,13.53,Bandra Kurla Complex,BKC 24-26,2024,7,11,Thursday
2024-07-12,16.09,41.22,4.17,2.31,12.55,Bandra Kurla Complex,BKC 24-26,2024,7,12,Friday
2024-07-13,11.25,23.51,20.89,1.88,8.23,Bandra Kurla Complex,BKC 24-26,2024,7,13,Saturday
2024-07-14,15.01,46.94,4.36,2.25,6.78,Bandra Kurla Complex,BKC 24-26,2024,7,14,Sunday
2024-07-15,15.7,34.99,1.59,2.88,12.45,Bandra Kurla Complex,BKC 24-26,2024,7,15,Monday
2024-07-16,13.68,55.02,5.04,2.25,19.46,Bandra Kurla Complex,BKC 24-26,2024,7,16,Tuesday
2024-07-17,12.95,56.03,6.87,2.8,10.13,Bandra Kurla Complex,BKC 24-26,2024,7,17,Wednesday
2024-07-18,5.82,40.39,2.78,3.14,12.62,Bandra Kurla Complex,BKC 24-26,2024,7,18,Thursday
2024-07-19,16.88,38.34,4.71,2.41,16.41,Bandra Kurla Complex,BKC 24-26,2024,7,19,Friday
2024-07-20,13.29,37.74,15.0,2.13,11.15,Bandra Kurla Complex,BKC 24-26,2024,7,20,Saturday
2024-07-21,18.68,28.58,30.55,1.56,5.83,Bandra Kurla Complex,BKC 24-26,2024,7,21,Sunday
2024-07-22,16.48,37.68,7.81,2.05,11.58,Bandra Kurla Complex,BKC 24-26,2024,7,22,Monday
2024-07-23,14.0,38.62,17.28,2.26,10.18,Bandra Kurla Complex,BKC 24-26,2024,7,23,Tuesday
2024-07-24,18.12,42.58,32.95,1.82,8.59,Bandra Kurla Complex,BKC 24-26,2024,7,24,Wednesday
2024-07-25,15.15,37.4,19.12,1.93,11.49,Bandra Kurla Complex,BKC 24-26,2024,7,25,Thursday
2024-07-26,19.1,58.56,6.08,2.46,6.72,Bandra Kurla Complex,BKC 24-26,2024,7,26,Friday
2024-07-27,25.82,49.41,3.97,2.38,7.58,Bandra Kurla Complex,BKC 24-26,2024,7,27,Saturday
2024-07-28,23.55,60.33,6.55,2.3,7.84,Bandra Kurla Complex,BKC 24-26,2024,7,28,Sunday
2024-07-29,15.41,56.47,5.62,2.17,7.32,Bandra Kurla Complex,BKC 24-26,2024,7,29,Monday
2024-07-30,19.18,86.91,2.56,2.19,7.06,Bandra Kurla Complex,BKC 24-26,2024,7,30,Tuesday
2024-07-31,16.2,63.85,10.54,3.5,11.23,Bandra Kurla Complex,BKC 24-26,2024,7,31,Wednesday
2024-08-01,11.13,57.76,10.32,2.2,9.43,Bandra Kurla Complex,BKC 24-26,2024,8,1,Thursday
2024-08-02,14.45,30.83,6.23,2.15,8.53,Bandra Kurla Complex,BKC 24-26,2024,8,2,Friday
2024-08-03,10.85,38.94,6.76,2.31,8.65,Bandra Kurla Complex,BKC 24-26,2024,8,3,Saturday
2024-08-04,12.64,42.05,8.29,1.96,10.47,Bandra Kurla Complex,BKC 24-26,2024,8,4,Sunday
2024-08-05,9.45,38.21,10.85,1.06,8.84,Bandra Kurla Complex,BKC 24-26,2024,8,5,Monday
2024-08-06,6.71,40.08,7.59,2.4,11.08,Bandra Kurla Complex,BKC 24-26,2024,8,6,Tuesday
2024-08-07,14.28,46.96,9.26,2.18,9.87,Bandra Kurla Complex,BKC 24-26,2024,8,7,Wednesday
2024-08-08,19.94,77.72,5.55,1.95,8.28,Bandra Kurla Complex,BKC 24-26,2024,8,8,Thursday
2024-08-09,11.87,57.94,8.58,2.61,7.94,Bandra Kurla Complex,BKC 24-26,2024,8,9,Friday
2024-08-10,12.78,49.3,9.11,2.73,6.55,Bandra Kurla Complex,BKC 24-26,2024,8,10,Saturday
2024-08-11,9.2,47.32,8.66,2.1,6.07,Bandra Kurla Complex,BKC 24-26,2024,8,11,Sunday
2024-08-12,11.14,69.43,7.33,2.24,6.43,Bandra Kurla Complex,BKC 24-26,2024,8,12,Monday
2024-08-13,17.5,76.67,17.41,1.85,7.36,Bandra Kurla Complex,BKC 24-26,2024,8,13,Tuesday
2024-08-14,22.98,104.02,19.04,2.23,8.39,Bandra Kurla Complex,BKC 24-26,2024,8,14,Wednesday
2024-08-15,15.22,82.12,15.89,2.37,6.16,Bandra Kurla Complex,BKC 24-26,2024,8,15,Thursday
2024-08-16,21.61,70.13,11.2,2.86,9.39,Bandra Kurla Complex,BKC 24-26,2024,8,16,Friday
2024-08-17,14.9,89.27,23.48,2.26,12.25,Bandra Kurla Complex,BKC 24-26,2024,8,17,Saturday
2024-08-18,13.46,70.76,8.22,1.58,13.57,Bandra Kurla Complex,BKC 24-26,2024,8,18,Sunday
2024-08-19,26.06,73.68,9.06,2.23,16.73,Bandra Kurla Complex,BKC 24-26,2024,8,19,Monday
2024-08-20,51.9,87.51,2.3,4.04,20.75,Bandra Kurla Complex,BKC 24-26,2024,8,20,Tuesday
2024-08-21,85.54,76.83,21.52,1.56,18.58,Bandra Kurla Complex,BKC 24-26,2024,8,21,Wednesday
2024-08-22,13.45,61.12,6.92,3.82,13.62,Bandra Kurla Complex,BKC 24-26,2024,8,22,Thursday
2024-08-23,24.46,51.74,7.81,2.37,15.22,Bandra Kurla Complex,BKC 24-26,2024,8,23,Friday
2024-08-24,14.02,28.68,7.22,2.29,12.07,Bandra Kurla Complex,BKC 24-26,2024,8,24,Saturday
